,Package Name,Duration (Days),Duration (Nights),Cities,Actual Price,Offer Price,Discount (%),Hotel Rating
3347,Kedarnath Religious Tour Package From Bangalore,5,4,Haridwar (1D)Sitapur (4D),25108,23099,8,2
3348,Best Selling Char Dham Yatra Package From Vadodara,12,11,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (3D)Badrinath (1D)Srinagar Garhwal (1D),44680,41999,6,2
3349,Best Char Dham Yatra From Indore Package For A Spiritual Getaway,12,11,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (3D)Badrinath (1D)Srinagar Garhwal (1D),54348,50000,8,2
3350,Kedarnath Tour Package From Chennai,5,4,Haridwar (1D)Sitapur (4D),20543,18900,8,2
3351,Captivating Srinagar Tour Package From Chandigarh,6,5,Katra (1D)Srinagar (4D)Gulmarg (1D),28043,25800,8,3
3352,Top-Ranked North East Packages From Kerala,13,12,Kaziranga (2D)Kohima (2D)Touphema  (2D)Guwahati (2D)Shillong (4D)Cherrapunjee (1D),54301,50500,7,3
3353,North East Tour From Bagdogra,6,5,Dimapur (1D)Kohima (1D)Touphema  (1D)khonoma (3D),26344,24500,7,3
3354,Best-Ranked 9 Days Spiti Valley Package From Manali,9,8,Shimla (1D)Sarahan (1D)Chitkul (1D)Kalpa (1D)Nako (1D)Kaza (2D)Chandra Tal (1D)Manali (1D),53804,49500,8,3
3355,Munnar Tour Package From Kochi,3,2,Munnar (3D),7419,6751,9,3
3356,Mount Abu Tour Package From Indore,4,3,Udaipur (2D)Mount Abu (2D),17391,16000,8,3
3357,Ooty Honeymoon Package From Kerala,4,3,Ooty (4D),15689,14591,7,3
3358,Top Kasol Tour Package From Chandigarh For A Reviving Getaway,4,3,Kasol (4D),24774,23040,7,3
3359,Shimla Tour Package From Gurgaon,4,3,Shimla (4D),23478,21600,8,3
3360,Top-Ranked Char Dham Yatra Package From Bhopal,12,11,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (3D)Badrinath (1D)Srinagar Garhwal (1D),45652,42000,8,2
3361,Badrinath Tour Package From Bangalore,5,4,Haridwar (3D)Joshimath (2D),25108,23099,8,3
3362,Best-Rated Badrinath Tour Package From Delhi,5,4,Haridwar (3D)Joshimath (2D),16935,15750,7,3
3363,Refreshing Goa Honeymoon Package From Kolkata,5,4,Goa (5D),14285,12999,9,3
3364,Mesmerising Andaman Tour Package From Mumbai,5,4,Port Blair (3D)Havelock (1D)Neil Island (1D),24385,22190,9,3
3365,Breathtaking Goa Tour Package From Bhopal,5,4,Goa (5D),21098,19199,9,2
3366,Remarkable Rajasthan Honeymoon Package From Delhi,4,3,Jodhpur (1D)Jaisalmer (3D),24175,21999,9,3
3367,Explore The Beachy Goa,4,3,Goa (4D),13736,12500,9,3
3368,Mystical Rajasthan Tour Packages From Surat,3,2,Jaisalmer (3D),17032,15499,9,4
3369,Riveting Rishikesh Trip Package From Delhi,2,1,Rishikesh (2D),8653,7874,9,3
3370,Exhilarating Ooty Honeymoon Package From Delhi,5,4,Ooty (2D)Kodaikanal (3D),20780,18910,9,3
3371,Remarkable Kodaikanal Tour Package From Pune,3,2,Kodaikanal (3D),20780,18910,9,3
3372,Glorious Mysore Ooty Kodaikanal Tour Package From Hyderabad,6,5,Mysore (1D)Ooty (2D)Kodaikanal (3D),24802,22570,9,3
3373,Gorgeous Mysore Ooty Kodaikanal Tour From Mumbai,6,5,Mysore (1D)Ooty (2D)Kodaikanal (3D),28824,26230,9,2
3374,Amazing Ooty Coonoor Kodaikanal Tour Package From Bangalore,5,4,Ooty (1D)Coonoor (1D)Kodaikanal (3D),15384,13999,9,3
3375,Romance Down The Romantic Hills,7,6,Ooty (2D)Kodaikanal (3D)Munnar (2D),24170,21995,9,3
3376,Grab A Refreshing Break With Ooty Munnar Kodaikanal Tour Package,7,6,Ooty (2D)Kodaikanal (2D)Munnar (3D),24170,21995,9,2
3377,Fascinating Shimla Manali Honeymoon Package From Delhi,6,5,Manali (3D)Shimla (3D),25318,23039,9,3
3378,Ooty Kodaikanal Tour Package From Ahmedabad,4,3,Madurai (2D)Kodaikanal (2D),18037,16774,7,2
3379,Amazing Mysore Tour Package For 2 Days From Bangalore,2,1,Mysore (2D),15151,14090,7,3
3380,Romantic Goa Honeymoon Package From Delhi With Airfare,7,6,Goa (7D),64516,60000,7,3
3381,Matheran Mahabaleshwar Tour Package From Mumbai,5,4,Mahabaleshwar (2D)Lonavala (1D)Matheran (2D),21383,19459,9,3
3382,Madurai Rameshwaram Tour Package From Bangalore,4,3,Madurai (2D)Rameshwaram (2D),18037,16774,7,2
3383,Panchgani Tour Package For 3 Days From Mumbai,3,2,Panchgani (3D),19340,17599,9,4
3384,Lonavala Mahabaleshwar Khandala Tour Package From Pune,5,4,Mahabaleshwar (2D)Lonavala (3D),19780,18000,9,3
3385,Goa Tour Package From Amritsar,7,6,Goa (7D),32967,30000,9,3
3386,Goa Tour Package From Jabalpur,3,2,Goa (3D),25054,22799,9,3
3387,Incredible Goa Tour Packages From Bhubaneswar,4,3,Goa (4D),21098,19199,9,4
3388,Goa Tour Package from Gwalior,5,4,Goa (5D),46153,41999,9,3
3389,Goa Is A Place Best Explore For Beaches And Water Sports,3,2,Goa (3D),13186,11999,9,2
3390,Hampi Honeymoon Package From Hyderabad,4,3,Hampi (4D),19908,18116,9,3
3391,Best Selling Goa Tour Packages From Rajkot For A Fun-Filled Trip,3,2,Goa (3D),8571,7800,9,3
3392,Best-Selling Goa Trip Package From Guwahati,5,4,Goa (5D),24395,22199,9,3
3393,Shirdi Nasik Ajanta Ellora Tour Package For 5 Days From Bangalore,5,4,Shirdi (3D)Aurangabad (2D),19780,18000,9,3
3394,Best Selling Kanatal Tour Package From Delhi For A Memorable Vacation,3,2,kanatal (3D),9032,8400,7,3
3395,Lansdowne Tour Package from Kotdwar,2,1,Lansdowne (2D),5645,5250,7,3
3396,Sikkim Tour Package From Surat,8,7,Gangtok (3D)Lachen (1D)Lachung (1D)Darjeeling (3D),62440,58069,7,3
3397,Best Chakrata Tour From Dehradun For A Refreshing Getaway,2,1,Chakrata (2D),5080,4724,7,3
3398,Darjeeling Tour Package From Chandigarh,5,4,Darjeeling (5D),30909,29054,6,2
3399,Best Auli Tour Package From Ahmedabad For A Reviving Getaway,5,4,Auli (2D)Mussoorie (3D),15978,14700,8,3
3400,"Explore Auli, an Offbeat Hill Station",4,3,Auli (4D),12419,11550,7,3
3401,Auli Honeymoon Package From Chennai,5,4,Mussoorie (2D)Auli (3D),16548,15224,8,3
3402,Enchanting Auli Tour Packages From Delhi,5,4,Rishikesh (1D)Joshimath (2D)Haridwar (2D),15978,14700,8,3
3403,Enjoy A Peaceful Manali Vacation Amidst The Lap Of Nature,5,4,Manali (5D),22580,20999,7,3
3404,Manali Honeymoon Package From Kolkata,4,3,Manali (4D),13440,12499,7,3
3405,Ooty Tour Package For 4 Days From Hyderabad,4,3,Ooty (4D),17709,16469,7,3
3406,Kerala Tour Package For 4 Days From Bangalore,4,3,Munnar (2D)Alleppey (1D)Cochin (1D),12170,11196,8,3
3407,Best Selling Holidays To Udupi From Bangalore For A Memorable Vacay,3,2,Udupi (3D),13708,12748,7,3
3408,Karnataka Tour From Bangalore,5,4,Coorg (2D)Ooty (3D),30303,28182,7,4
3409,Ooty Kodaikanal Tour Package From Ahmedabad,4,3,Madurai (2D)Kodaikanal (2D),18037,16774,7,2
3410,Amazing Mysore Tour Package For 2 Days From Bangalore,2,1,Mysore (2D),15151,14090,7,3
3411,Ravishing Bangalore Ooty Mysore Kodaikanal Tour Package From Mumbai,5,4,Ooty (2D)Kodaikanal (2D)Bangalore (1D),23461,21350,9,3
3412,Panchgani Tour Package For 3 Days From Mumbai,3,2,Panchgani (3D),19340,17599,9,4
3413,Lonavala Mahabaleshwar Khandala Tour Package From Pune,5,4,Mahabaleshwar (2D)Lonavala (3D),19780,18000,9,3
3414,Goa Tour Package From Amritsar,7,6,Goa (7D),32967,30000,9,3
3415,Goa Tour Package From Jabalpur,3,2,Goa (3D),25054,22799,9,3
3416,Incredible Goa Tour Packages From Bhubaneswar,4,3,Goa (4D),21098,19199,9,4
3417,Goa Tour Package from Gwalior,5,4,Goa (5D),46153,41999,9,3
3418,Goa Is A Place Best Explore For Beaches And Water Sports,3,2,Goa (3D),13186,11999,9,2
3419,Hampi Honeymoon Package From Hyderabad,4,3,Hampi (4D),19908,18116,9,3
3420,Best Shirdi Tour Package From Chennai,4,3,Aurangabad (4D),13186,11999,9,2
3421,Pondicherry Tour Packages From Kolkata,3,2,Pondicherry (3D),18434,16775,9,3
3422,Top-Tier Rameshwaram Tour Packages for a Fulfilling Experience,3,2,Rameshwaram (3D),15484,14090,9,3
3423,Top Rameshwaram Tour Package From Chennai For A Memorable Trip,2,1,Rameshwaram (2D),11797,10735,9,3
3424,Romantic Visakhapatnam Honeymoon Package from Hyderabad,3,2,Visakhapatnam (3D),17696,16103,9,4
3425,Best Selling Refreshing Escapes To Lonavala,3,2,Lonavala (3D),11538,10500,9,3
3426,Shirdi Ajanta Ellora Tour Package From Mumbai,4,3,Shirdi (1D)Aurangabad (3D),15714,14300,9,3
3427,Best Selling Goa Tour Packages From Rajkot For A Fun-Filled Trip,3,2,Goa (3D),8571,7800,9,3
3428,Best-Selling Goa Trip Package From Guwahati,5,4,Goa (5D),24395,22199,9,3
3429,Shirdi Nasik Ajanta Ellora Tour Package For 5 Days From Bangalore,5,4,Shirdi (3D)Aurangabad (2D),19780,18000,9,3
3430,Beguiling Munnar Tour Packages From Mysore,3,2,Munnar (3D),9052,8418,7,3
3431,Mesmerizing Kashmir Tour Package From Indore,8,7,Katra (2D)Pahalgam (1D)Srinagar (4D)Gulmarg (1D),31369,28859,8,3
3432,Nainital Tour Package From Jaipur,4,3,Jim Corbett (1D)Nainital (3D),15806,14700,7,3
3433,Top-Rated Mysore Package From Coimbatore,2,1,Mysore (2D),8448,7857,7,3
3434,Nainital Tour Package From Vadodara,6,5,Nainital (2D)Ranikhet (1D)Jim Corbett (3D),22580,20999,7,3
3435,Divine Manali Honeymoon Package From Indore,5,4,Manali (5D),17217,15840,8,4
3436,Top-Rated Manali Package From Rajkot,5,4,Manali (5D),26608,24479,8,4
3437,Manali Tour Package From Surat,5,4,Manali (5D),26608,24479,8,4
3438,Manali Tour Package From Vijayawada,5,4,Manali (5D),26608,24479,8,4
3439,Captivating Shimla Honeymoon Package From Coimbatore,4,3,Shimla (4D),17217,15840,8,3
3440,Manali Tour Package From Gwalior,5,4,Manali (5D),26608,24479,8,4
3441,Best Selling Shimla Tour Package From Chandigarh In 2022,4,3,Shimla (4D),21913,20160,8,3
3442,Enticing Shimla Honeymoon Package From Jaipur,4,3,Shimla (4D),23225,21599,7,3
3443,Andaman Tour Package From Patna,8,7,Port Blair (5D)Havelock (2D)Neil Island (1D),19795,18607,6,3
3444,Kerala Tour Package From Bhopal,4,3,Munnar (2D)Alleppey (2D),12810,11785,8,3
3445,Popular Rajasthan Package From Kerala,4,3,Jodhpur (1D)Jaisalmer (3D),14893,13999,6,4
3446,Top Selling Mandu Trip Package From Indore For A Wonderful Vacation,3,2,Mandu (3D),18901,17200,9,3
3447,Grab The Best Deals Of Saputara Tour Package From Ahmedabad,3,2,Saputara (3D),16956,15600,8,3
3448,Most Popular Andaman Package From Indore,6,5,Port Blair (3D)Havelock (2D)Neil Island (1D),23673,21779,8,3
3449,Andaman Nicobar Tour Package From Surat,7,6,Port Blair (4D)Havelock (2D)Neil Island (1D),18518,17037,8,2
3450,Pondicherry Tour Package From Vadodara,4,3,Pondicherry (4D),30500,28060,8,4
3451,Kerala Tour Package From Lucknow,4,3,Munnar (2D)Alleppey (2D),12367,11625,6,3
3452,Exciting Pondicherry Tour Package From Trivandrum,5,4,Chennai (1D)Mahabalipuram (1D)Pondicherry (3D),36600,33672,8,4
3453,Kerala Tour Package From Vijayawada,5,4,Munnar (2D)Thekkady (1D)Alleppey (2D),14641,13470,8,3
3454,Most Popular Tirupati Package From Pune,2,1,Tirupati (2D),13857,12748,8,4
3455,Top-Rated Mysore Package From Coimbatore,2,1,Mysore (2D),8448,7857,7,3
3456,Nainital Tour Package From Vadodara,6,5,Nainital (2D)Ranikhet (1D)Jim Corbett (3D),22580,20999,7,3
3457,Divine Manali Honeymoon Package From Indore,5,4,Manali (5D),17217,15840,8,4
3458,Amazing Shimla Tour Package From Bhubaneswar,4,3,Shimla (4D),23478,21600,8,3
3459,Enticing Shimla Tour Package From Vadodara,4,3,Shimla (4D),23478,21600,8,3
3460,Best-Selling Holiday To Shimla From Coimbatore,4,3,Shimla (4D),23478,21600,8,3
3461,Gear up for a Happening Manali Holiday,5,4,Manali (5D),26608,24479,8,4
3462,Mesmerizing Honeymoon To Manali,5,4,Manali (5D),26608,24479,8,4
3463,Alluring Manali Honeymoon Package From Surat,5,4,Manali (5D),26322,24479,7,4
3464,Romantic journey to the Mountains,5,4,Manali (5D),26608,24479,8,4
3465,Rajasthan Tour Package From Kochi,9,8,Jaipur (2D)Bikaner (1D)Jaisalmer (2D)Jodhpur (1D)Udaipur (3D),50000,46000,8,3
3466,Manali Tour Package From Vadodara,5,4,Manali (5D),26608,24479,8,4
3467,Dalhousie Tour Package From Chandigarh,3,2,Dalhousie (3D),17217,15840,8,3
3468,Top-Rated Manali Package From Rajkot,5,4,Manali (5D),26608,24479,8,4
3469,Manali Tour Package From Surat,5,4,Manali (5D),26608,24479,8,4
3470,Manali Tour Package From Vijayawada,5,4,Manali (5D),26608,24479,8,4
3471,Captivating Shimla Honeymoon Package From Coimbatore,4,3,Shimla (4D),17217,15840,8,3
3472,Manali Tour Package From Gwalior,5,4,Manali (5D),26608,24479,8,4
3473,Best Selling Shimla Tour Package From Chandigarh In 2022,4,3,Shimla (4D),21913,20160,8,3
3474,Enticing Shimla Honeymoon Package From Jaipur,4,3,Shimla (4D),23225,21599,7,3
3475,North India Tour Package From Mumbai,3,2,Tirthan Valley (3D),11702,11000,6,2
3476,North India Tour Package From Kolkata,3,2,Dalhousie (3D),9574,9000,6,3
3477,North India Tour Package From Vijayawada,4,3,Manali (4D),12903,12000,7,3
3478,Tirupati: Bow Your Head In Obeisance When In Tirupati,2,1,Tirupati (2D),15151,14090,7,2
3479,An Exclusive Tirupati Tour Package From Mumbai,3,2,Chennai (1D)Tirupati (2D),19908,18116,9,3
3480,Wayanad Family Package From Calicut,3,2,Wayanad (3D),10638,10000,6,3
3481,Goa Tour Package From Bangalore By Bus,4,3,Calangute (1D)Goa (3D),11956,11000,8,3
3482,Goa Tour Package By Volvo Bus From Mumbai,4,3,Calangute (3D)Goa (1D),12903,12000,7,3
3483,Goa Tour Package By Volvo Bus From Surat,4,3,Goa (4D),11290,10500,7,3
3484,Mysore Tour Package By Volvo Bus From Bangalore,2,1,Mysore (2D),11271,10369,8,2
3485,Golden Triangle Tour Package From Delhi,6,5,New Delhi (2D)Agra (1D)Jaipur (3D),36956,34000,8,3
3486,Shimla Manali Tour Package By Volvo Bus From Delhi,6,5,Shimla (2D)Manali (4D),18478,17000,8,3
3487,Top Selling Golden Triangle Tour From Chennai,6,5,New Delhi (2D)Agra (1D)Jaipur (3D),53763,50000,7,3
3488,Golden Triangle Tour Package From Hyderabad,6,5,New Delhi (2D)Agra (1D)Jaipur (3D),41304,38000,8,3
3489,Manali Tour Package From Mumbai With Airfare,5,4,Manali (5D),25543,23500,8,3
3490,Goa Tour Package From Kolkata With Airfare,5,4,Goa (5D),51630,47500,8,4
3491,Goa Tour Package From Hyderabad With Airfare,5,4,Goa (5D),39673,36499,8,4
3492,Best Kashmir Tour Package From Delhi With Airfare,6,5,Katra (1D)Srinagar (4D)Gulmarg (1D),24347,22399,8,3
3493,Exclusive Nainital Holidays From Dehradun For A Leisure Break,11,10,Mussoorie (2D)Dhanaulti (1D)Jim Corbett (2D)Kausani (2D)Ranikhet (1D)Nainital (2D)Dehradun (1D),39095,36749,6,3
3494,Top-Selling Packages For Ladakh Bike Trip From Chennai,8,7,Leh (5D)Nubra Valley (2D)Pangong (1D),33152,30500,8,3
3495,Kashmir Tour Package From Mumbai With Airfare,7,6,Srinagar (4D)Gulmarg (1D)Pahalgam (2D),36881,34299,7,4
3496,Visit the wonderful sights of Dawki,7,6,Shillong (4D)Cherrapunjee (1D)Guwahati (2D),24456,22500,8,3
3497,Dive Into The Mesmerizing Beauty Of Mysore,7,6,Coorg (2D)Ooty (2D)Bandipur (1D)Mysore (2D),29120,26499,9,4
3498,Shimla 3 Star Tour Package,6,5,Shimla (2D)Manali (4D),21739,20000,8,3
3499,Ooty 5 Star Tour Package,3,2,Ooty (3D),14674,13500,8,2
3500,Goa 5 Star Holiday Package From Delhi,5,4,Goa (5D),26595,24999,6,5
3501,Manali 3 Star Honeymoon Package,5,4,Manali (5D),13043,12000,8,3
3502,Nainital 5 Star Tour Package,3,2,Nainital (3D),15869,14599,8,4
3503,Kedarnath Badrinath Tour Package From Delhi,8,7,Haridwar (3D)Sitapur (3D)Badrinath (1D)Pipalkoti (1D),27391,25200,8,2
3504,Best Selling Mount Abu Package From Jaipur,5,4,Udaipur (3D)Mount Abu (2D),21739,20000,8,3
3505,Char Dham Yatra Tour Package From Haridwar,11,10,Haridwar (3D)Barkot (2D)Uttarkashi (2D)Sitapur (3D)Badrinath (1D),39095,36749,6,2
3506,Diu Tour Package from Mumbai,7,6,Dwarka (2D)Veraval (1D)Sasan Gir (1D)Vadodara (1D)Ahmedabad (2D),28803,26499,8,3
3507,Diu Tour Package From Delhi,7,6,Dwarka (2D)Veraval (1D)Sasan Gir (1D)Vadodara (1D)Ahmedabad (2D),30978,28500,8,3
3508,Little Rann of Kutch Tour Package From Ahmedabad,4,3,Bhuj (2D)Bhirandiara (2D),32065,29500,8,3
3509,Best Saputara Tour Packages From Surat For A Refreshing Getaway,3,2,Saputara (3D),16847,15499,8,3
3510,Your Ticket to Paradise on Earth,6,5,Srinagar (3D)Sonmarg (1D)Pahalgam (1D)Gulmarg (1D),23913,22000,8,3
3511,Gangtok Family Trip: Momos and Mountains,6,5,Gangtok (4D)Lachen (1D)Lachung (1D),31431,28917,8,3
3512,Explicit Honeymoon In The Hills,7,6,Coorg (2D)Ooty (2D)Kodaikanal (3D),24456,22500,8,3
3513,An Enchanting Honeymoon In Mysore & Nearby Hill stations,6,5,Ooty (2D)Coorg (2D)Mysore (2D),22282,20499,8,3
3514,Spend your honeymoon at this beautiful place,6,5,Mussoorie (2D)Jim Corbett (1D)Nainital (3D),24456,22500,8,3
3515,Get drenched in the unspoiled land - Northeast,7,6,Shillong (4D)Cherrapunjee (1D)Guwahati (2D),24456,22500,8,3
3516,Steal Away A Week In Glorious Kashmir,7,6,Srinagar (3D)Sonmarg (1D)Gulmarg (1D)Pahalgam (2D),39130,36000,8,3
3517,Embark On A Grand Tour Of Glorious Rajasthan,8,7,New Delhi (2D)Agra (1D)Ranthambore (2D)Jaipur (3D),26630,24500,8,3
3518,Ooty and Coonoor: The other side of the state,3,2,Ooty (3D),11702,11000,6,3
3519,vaishno devi tour package from mumbai,5,4,Katra (2D)Jammu (1D)Amritsar (2D),15760,14499,8,3
3520,Neemrana Fort Tour Package,2,1,Neemrana (2D),10638,10000,6,4
3521,Orissa Tour Package From Kolkata,5,4,Bhubaneswar (2D)Puri (3D),14673,13499,8,3
3522,Arunachal Pradesh Ziro Festival Tour Package,7,6,Bomdila (1D)Tawang (3D)Dirang (2D),34511,31750,8,3
3523,Grand Gujarat is the place to be.,7,6,Ahmedabad (1D)Dwarka (2D)Veraval (1D)Diu (1D)Sasan Gir (1D)Junagadh (1D),16304,15000,8,3
3524,Coorg: The perfect romantic escape,7,6,Coorg (1D)Kodaikanal (4D)Ooty (2D),22826,21000,8,3
3525,Explore Diverse delights in Gujarat,5,4,Dwarka (2D)Veraval (1D)Sasan Gir (2D),17934,16499,8,3
3526,"Adventure, Leisure and Stunning Views: Magnificent Himachal",4,3,Manali (2D)Kasol (2D),15322,14249,7,3
3527,"Rajasthan Saga: Of Forts, Palaces and Sand Dunes",4,3,Jodhpur (1D)Jaisalmer (3D),16847,15499,8,4
3528,Best of Himachal in a Nutshell,6,5,Shimla (2D)Manali (4D),19021,17499,8,3
3529,Best of Himachal in a Nutshell,6,5,Shimla (2D)Manali (4D),19021,17499,8,3
3530,Himachal: A Dreamy Sojourn in the Hilly State,6,5,Shimla (2D)Manali (4D),20108,18499,8,3
3531,Goa: A Quick Escape to Paradise,3,2,Goa (3D),7446,6999,6,3
3532,Rajasthan: A Royal Travel Affair to Remember,5,4,Jaipur (4D)Udaipur (1D),15591,14500,7,3
3533,"Mysore, Coorg & Coonoor: Visit The Treasure Of South",5,4,Ooty (2D)Coonoor (1D)Mysore (2D),16304,15000,8,3
3534,Dive Into the Bliss Of Mysore & Nearby Hill Stations,5,4,Ooty (3D)Mysore (2D),16666,15499,7,3
3535,Honeymoon in Gangtok: Nature and Adventure,5,4,Gangtok (5D),19721,18143,8,3
3536,A Sojourn into Enchanting and Royal Rajasthan,6,5,Jaipur (2D)Pushkar (1D)Ranthambore (3D),27717,25500,8,4
3537,Nights to Remember: Honeymoon in Munnar,4,3,Munnar (4D),13978,13000,7,3
3538,Ooty tour: bloom pleasantly with the weather,5,4,Ooty (3D)Coorg (2D),16304,15000,8,3
3539,"Mountains, Magic, and Munnar: A Romantic Getaway",5,4,Munnar (2D)Kovalam (3D),11000,10230,7,3
3540,A family trip to the ace of the South,5,4,Ooty (2D)Coonoor (1D)Mysore (2D),17934,16499,8,4
3541,Tour to the queen of hill stations,6,5,Ooty (3D)Kodaikanal (3D),19021,17499,8,2
3542,Get Dazzled By The Tourist Gems of Rajasthan,7,6,Jaipur (2D)Bikaner (1D)Jaisalmer (2D)Jodhpur (2D),23369,21499,8,3
3543,"Beauty, Peace, and Adventure, Everything beautiful - Sikkim",5,4,Gangtok (3D)Darjeeling (2D),18766,17265,8,4
3544,"Lakes, Mountain ranges, Pilgrimage Sites: Uttarakhand's Heritage",4,3,Nainital (2D)Mukteshwar (2D),13586,12499,8,3
3545,Heaven on earth: Uttarakhand,5,4,Mussoorie (2D)Rishikesh (1D)Haridwar (2D),17391,16000,8,3
3546,Tradition and Timeless Nature: a trip to Uttarakhand,5,4,Nainital (2D)Kausani (1D)Ranikhet (2D),17391,16000,8,3
3547,Paradise towards the east of Western Ghats,4,3,Coorg (2D)Mysore (2D),13978,13000,7,3
3548,Landscapes and Adventure: Uttarakhand Diaries,6,5,Mussoorie (2D)Jim Corbett (1D)Nainital (3D),22826,21000,8,3
3549,Coorg's Best Tourist Spot for Family Holidays,5,4,Coorg (2D)Ooty (3D),16304,15000,8,3
3550,Exploring Kanchipuram inside out,2,1,Mahabalipuram (2D),14893,13999,6,3
3551,Wandering westwards from Vellore,5,4,Ooty (2D)Kodaikanal (3D),21195,19499,8,4
3552,Cascading falls and tranquil lakes,5,4,Ooty (2D)Kodaikanal (3D),22043,20500,7,4
3553,An expedition to the other side of the South from Chennai,4,3,Coorg (2D)Mysore (2D),14673,13499,8,3
3554,Dharamshala Dalhousie Khajjiar Tour Package From Delhi,4,3,Dalhousie (4D),19110,17581,8,3
3555,Explore The Valley Of Gods,6,5,Shimla (2D)Manali (4D),21739,20000,8,3
3556,Vaishno Devi Tour Package From Kolkata,5,4,Katra (2D)Jammu (1D)Amritsar (2D),13586,12499,8,3
3557,Shimla Kullu Manali Rohtang Pass Tour Package From Delhi,6,5,Shimla (2D)Manali (4D),22826,21000,8,3
3558,Vaishno Devi Tour Package From Chandigarh,4,3,Katra (1D)Patnitop (3D),13586,12499,8,3
3559,Ladakh Travelogues for Lovebirds,7,6,Leh (5D)Pangong (1D)Nubra Valley (1D),30434,27999,8,3
3560,Chill in the Ladakh Ranges,7,6,Leh (1D)Nubra Valley (2D)Pangong (1D)Tsomoriri (1D)Jispa (2D),71521,65799,8,3
3561,Discover Serenity in Maharashtra,4,3,Aurangabad (4D),13043,12000,8,2
3562,Discover the ancient historical caves and chill out in the serene ambian,4,3,Aurangabad (4D),13043,12000,8,2
3563,"Beauty, Peace, and Adventure, Everything beautiful - Sikkim",5,4,Gangtok (3D)Darjeeling (2D),18766,17265,8,4
3564,"Lakes, Mountain ranges, Pilgrimage Sites: Uttarakhand's Heritage",4,3,Nainital (2D)Mukteshwar (2D),13586,12499,8,3
3565,Heaven on earth: Uttarakhand,5,4,Mussoorie (2D)Rishikesh (1D)Haridwar (2D),17391,16000,8,3
3566,Tradition and Timeless Nature: a trip to Uttarakhand,5,4,Nainital (2D)Kausani (1D)Ranikhet (2D),17391,16000,8,3
3567,Paradise towards the east of Western Ghats,4,3,Coorg (2D)Mysore (2D),13978,13000,7,3
3568,Landscapes and Adventure: Uttarakhand Diaries,6,5,Mussoorie (2D)Jim Corbett (1D)Nainital (3D),22826,21000,8,3
3569,Coorg - Best Tourist Spot for Family Holidays,5,4,Coorg (2D)Ooty (3D),16304,15000,8,3
3570,Kasauli: Breathtaking sunsets in the mountains of the North,4,3,Shimla (1D)Kasauli (3D),10326,9500,8,3
3571,Assam Tour Package From Kolkata,3,2,Guwahati (3D),13804,12700,8,3
3572,Bangalore Tour Package From Hyderabad,2,1,Mysore (2D),8695,7999,8,3
